id,word,instrustion,source,category
101,close,Begin with both hands in front of you with your non-dominant hand farther away from you and your dominant hand near your body. Then bring your index fingers of your dominant hand up to the back of the index fingers of your non-dominant hand.,https://d2drp7fo8uq4gv.cloudfront.net/51e1361e-e833-4ff5-9da1-c659cbde596d.mp4,activity
102,happy,Begin with your hand in front of your chest with your palm oriented toward yourself and your fingers horizontal. Move your hand up and toward yourself a couple of times.,https://d2drp7fo8uq4gv.cloudfront.net/635d6537-9bd8-42f2-86b0-5ab1fc1c9b79.mp4,feeling
103,sad,"Begin with both hands in front of your face with your palms oriented toward yourself and your dominant hand in a slightly higher position. Then, move both hands down past your face.",https://d2drp7fo8uq4gv.cloudfront.net/e0b5522f-7d5e-40f2-9418-cf7103ab6dbf.mp4,feeling
104,fine,"Begin with your hand in a ""5"" handshape with the thumb of your hand touching your chest. Then move your hand away from yourself while slightly rotating your wrist.",https://d2drp7fo8uq4gv.cloudfront.net/976d60f9-67ff-48a9-b02d-32febad23a8e.mp4,feeling
105,good,"Begin with both hands in an ""F"" handshape close to your body. Then move your hands slightly away from yourself.",https://d2drp7fo8uq4gv.cloudfront.net/1cdf8108-9aa8-4f8f-86b2-928f25144857.mp4,feeling
106,bad,Begin with your dominant hand facing towards yourself and your fingers touching your mouth. Bring your dominant hand down to your non-dominant hand while rotating your wrist so that the sign ends with both hands facing towards each other with your hands together.,https://d2drp7fo8uq4gv.cloudfront.net/c6eefba4-285d-435d-a067-65c87158e2af.mp4,feeling
107,big,"Begin with both hands next to each other in front of you and with your palms oriented toward each other. Then, move your hands away from each other, rotating your wrists back as you move so the your palms are oriented away from yourself at the end of the sign.",https://d2drp7fo8uq4gv.cloudfront.net/6f645b0a-c7af-4c24-bd55-12d22dc5c325.mp4,attribute
108,small,Begin with both hands next to each other in front of you with your palms oriented toward each other. Slightly move your hands toward each other a couple of times.,https://d2drp7fo8uq4gv.cloudfront.net/3dc993c1-f75c-4952-914b-102bc871ce18.mp4,attribute
109,hot,"Begin with your hand next to your face with your fingertips touching your cheek. Then, rotate your wrist while moving your hand away from your face.",https://d2drp7fo8uq4gv.cloudfront.net/5b108331-9c84-4f71-b6ea-e1e7110c60c1.mp4,attribute
110,cold,"Place your hand in front of your face with your thumb and index fingers near your nose. Move your hand down a couple of times, bringing your thumb and index fingers together as you move your hand down. This sign mimics a person wiping their nose because of having a cold.",https://d2drp7fo8uq4gv.cloudfront.net/de0ee298-6c92-4ac9-b001-21fa5ee8a7e4.mp4,attribute
111,warm,"Begin with your hand in front of your mouth with your fingertips pointing at your mouth. Then, move your hand away from your mouth while opening up your handshape into a ""5"" handshape.",https://d2drp7fo8uq4gv.cloudfront.net/5f4ccf49-f148-419e-9dfe-e8fffd4a3958.mp4,attribute
112,fast,"Begin with both hands in front of you, next to each other, with your thumbs pointing up. Then, move both hands toward yourself, while changing your handshapes to ""A"" handshapes.",https://d2drp7fo8uq4gv.cloudfront.net/aacb8b44-dc22-4e7d-8e6d-5e904356e946.mp4,attribute
113,slow,"Begin with the fingertips of your dominant hand on top of the fingertips of your non-dominant hand. Both palms should be oriented down and your fingers should be pointing away from you. Then, slide the fingertips of your dominant hand across the back of your non-dominant hand to your wrist.",https://d2drp7fo8uq4gv.cloudfront.net/881b80b6-c82e-49c4-87b2-f9a69316f0e3.mp4,attribute
114,hard,"Begin with your dominant hand above the back of your non-dominant hand. Then, bring your dominant hand down until the pinkie side of your dominant hand makes contact with the back of your non-dominant hand.",https://d2drp7fo8uq4gv.cloudfront.net/53cc9b90-521a-4a39-84cf-b3f7881a868b.mp4,attribute
115,easy,"Begin with your dominant hand slightly in front of your non-dominant hand. Move your dominant hand back 2 times, with the fingertips of your dominant hand making contact with the fingertips of your non-dominant hand.",https://d2drp7fo8uq4gv.cloudfront.net/556ade6e-5081-4332-8284-ae0e4c4cd3f9.mp4,attribute
116,old,"Begin with the index finger side of your hand against your chin and then move your hand down, slightly moving your hand from side to side as your hand moves down.",https://d2drp7fo8uq4gv.cloudfront.net/2d6e93f8-ef50-414a-b68c-f8470f5ce8d5.mp4,attribute
117,red,"Begin with your hand below your chin with the tip of your index finger touching your chin and your hand oriented toward yourself. Then, move your hand down while curling in your index finger.",https://d2drp7fo8uq4gv.cloudfront.net/7691f52c-d373-4e5b-8c47-034bf01e8bb1.mp4,color
118,blue,Place your hand in front of you with your fingers vertical. Slightly rotate your wrist back and forth a couple of times.,https://d2drp7fo8uq4gv.cloudfront.net/fc1fa908-a04c-49a6-91d6-42b8acf2323a.mp4,color
119,green,"Begin with your hand in front of you with your thumb and index fingers pointing to the side. Then, you should rotate your hand to the other side while also moving your hand to the outside.",https://d2drp7fo8uq4gv.cloudfront.net/2f667587-b200-41b0-af74-e6336179f6cf.mp4,color
120,yellow,"With your hand in front of you, slightly rotate your wrist side to side a couple of times.",https://d2drp7fo8uq4gv.cloudfront.net/af54dc17-9b42-4d02-bf85-7269d2f6a33f.mp4,color
121,white,"Begin with your fingertips against your chest, then move your hand up to your face while opening up your handshape into a ""5"" handshape.",https://d2drp7fo8uq4gv.cloudfront.net/70b12ec1-2f25-4187-9362-223cac41b0e6.mp4,color
122,black,"Begin with your index finger pointing towards just past the far side of your forehead. Then, move your finger across your forehead.",https://d2drp7fo8uq4gv.cloudfront.net/30b4da51-468b-4ddf-b229-485f5b0dc40b.mp4,color
123,purple,"Begin with your hand in front of you with your index finger pointing forward and your palm oriented downward. Then, slightly rotate your wrist from side to side a couple of times.",https://d2drp7fo8uq4gv.cloudfront.net/68d8fce8-c19f-44dd-8718-f0cf25c585fb.mp4,color
124,color,Begin with your fingers in front of your mouth with your palm oriented toward yourself. Wiggle all of your fingers a few times.,https://d2drp7fo8uq4gv.cloudfront.net/92d5d951-ef75-46a0-aa62-1ceb0b59cc6e.mp4,color
125,in,Move the fingertips of your dominant hand into the gap in-between the thumb and your other fingers of your non-dominant hand 2 times.,https://d2drp7fo8uq4gv.cloudfront.net/96c6ebae-c524-47ab-b6a7-efffa4429ce9.mp4,preposition
126,out,"Begin with your dominant hand inside the gap between the thumb and other fingers of your non-dominant hand. Then, move your dominant hand out and away from your non-dominant hand while bringing your fingertips together.",https://d2drp7fo8uq4gv.cloudfront.net/fb326f29-2d4e-4c01-8584-245db8f7647f.mp4,preposition
127,from,"Begin with both hands in front of you, with the index finger of your non-dominant hand pointing up and the back of the index finger of your dominant hand touching your other index finger. Move your dominant hand back and away from your non-dominant hand while curling your index finger in.",https://d2drp7fo8uq4gv.cloudfront.net/1a8a05d6-9dca-4046-a41a-93b65b253d9f.mp4,preposition
128,with,"Begin with both hands next to each other with palm oriented toward each other. Then, bring your hands toward each other until they make contact.",https://d2drp7fo8uq4gv.cloudfront.net/9e11355a-667e-4f75-b883-23ea103748ad.mp4,preposition
129,about,"Place the fingertips of your non-dominant hand together and keep it in front of you for the duration of the sign. With a ""1"" handshape, your dominant hand will begin by being placed on the index finger of the other hand, and then making a circle around the other hand.",https://d2drp7fo8uq4gv.cloudfront.net/eceb2118-69bf-4e94-b622-3684e4207fc1.mp4,preposition
130,near,"Begin with your hand in front of your face with the fingertips of your thumb and index finger pointing at your nose, then rotate your wrist down so that your hand is oriented down.",https://d2drp7fo8uq4gv.cloudfront.net/fdf02463-e0eb-49ce-b35a-c608c1baaf20.mp4,preposition
131,far,"Begin with both hands close to your body and against each other. Then, move your dominant hand away from yourself.",https://d2drp7fo8uq4gv.cloudfront.net/1027934a-72ad-45b7-9e7a-900774c70bf4.mp4,preposition
132,here,"Begin with both hands in front of you with your palms oriented up and your fingers pointing away from you. Then, move your hands toward each other a couple of times.",https://d2drp7fo8uq4gv.cloudfront.net/2d849f5a-7db1-48d3-bb38-1ba28639fe32.mp4,preposition
133,there,"Begin with hand in front of you with your palm oriented up and your fingers pointing away from yourself. Then, move your hand forward.",https://d2drp7fo8uq4gv.cloudfront.net/22b7dd15-ee89-445e-9116-2896a9428bfb.mp4,preposition
134,home,Begin with the fingertips against the side of your chin and then move your hand up and place your fingertips higher up on your face.,https://d2drp7fo8uq4gv.cloudfront.net/358ccf5d-a8d4-4fad-b676-4c42ddb1602d.mp4,place
135,school,"Begin with both hands in front of you with the palm of your non-dominant hand facing up and the palm of your dominant hand facing down. Then, bring your dominant hand down and tap your palms together 2 times.",https://d2drp7fo8uq4gv.cloudfront.net/ed708cdb-9edf-492c-940f-0f835aa5103d.mp4,place
136,store,"Begin with both hands next to each other in front of you with your fingertips pointing down. Then, rotate your hands slightly forward a couple of times.",https://d2drp7fo8uq4gv.cloudfront.net/414db165-862f-4cb8-a832-3f22902e83c5.mp4,place
137,hospital,"Begin with your index and middle fingers pointing up and your hand near the opposite side of your forehead. Then, bring the thumb side of your hand against that side of your forehead, then bring it across and make contact with the other side of your forehead.",https://d2drp7fo8uq4gv.cloudfront.net/c861eb6f-9365-44dc-9f0d-d9f8afe20e22.mp4,place
138,library,"With your hand in front of you and oriented away from yourself, move your hand in a circle a couple of times.",https://d2drp7fo8uq4gv.cloudfront.net/166f52be-233e-46fe-923f-05c48204ac70.mp4,
139,post office,"Place your hand in front of you and sign the letters ""P"" then ""O"".",https://d2drp7fo8uq4gv.cloudfront.net/938ae0c9-daed-4b56-b6fc-f3dbe8a67267.mp4,
140,office,"Begin with both hands in front of you with your non-dominant hand closer to yourself and both palms oriented toward yourself. Then, bend both wrists forward so that your palms are oriented away from yourself.",https://d2drp7fo8uq4gv.cloudfront.net/3a8bcf6f-8d76-4a35-969c-62d510f08802.mp4,
141,hotel,"Begin with the index finger of your non-dominant hand against the wrist of your dominant hand. Begin with the index and middle fingers of your dominant hand extended, then bend them in a couple of times.",https://d2drp7fo8uq4gv.cloudfront.net/6bf32d00-3eeb-4de0-9ba5-96a25905d40f.mp4,
142,beach,"Begin with both hands in front of you with your non-dominant hand oriented downward. Start with your dominant hand slightly above and behind your non-dominant hand. Bring it forward, passing over the back of your non-dominant hand 2 times. Wiggle all of your fingers except for your thumb as you move your dominant hand. This sign mimics waves crashing against a beach.",https://d2drp7fo8uq4gv.cloudfront.net/2f76bfe6-eef1-47e4-b149-09a66a151d28.mp4,
143,museum,"Begin with your hands next to each other in front of you. The thumb side of your hands should be touching. Then, move your hands away from each other, and then down.",https://d2drp7fo8uq4gv.cloudfront.net/a7b2aa43-0000-4849-80e0-e88b5b25538c.mp4,
144,restaurant,"With your hand oriented toward yourself and below one side of your chin, bend your index and middle fingers down, making contact with the side of your chin, then move your hand over to the other side of your chin and make the same motion.",https://d2drp7fo8uq4gv.cloudfront.net/7a862879-7b4b-4f57-ba40-57fc332f229a.mp4,
145,chair,Begin with both hands in front of you with the index and middle fingers of your dominant hand slightly above the index and middle fingers of your non-dominant hand. Move your dominant hand down onto your non-dominant hand 2 times. This sign mimics someone sitting on a chair.,https://d2drp7fo8uq4gv.cloudfront.net/4d6afec7-3d77-42dd-88f4-d7f748af1988.mp4,thing
146,desk,"Place both arms horizontally in front of you with the arm of your dominant hand on top. Move the arm of your dominant hand slightly up and down a couple times, tapping the arm of your non-dominant hand.",https://d2drp7fo8uq4gv.cloudfront.net/b8cbffc1-e8ca-409a-bbfc-b1f88564a982.mp4,thing
147,bed,"Place your palm against the side of your head and tilt your head to the side, mimicking someone putting their hand underneath their head as they go to bed.",https://d2drp7fo8uq4gv.cloudfront.net/0dbee0ff-cf2c-4002-b8d5-73ef9d0a1afe.mp4,thing
148,pen,"Begin with your thumb and index fingers against the edge of your mouth. Then, bring your hand down and slide it across your palm.",https://d2drp7fo8uq4gv.cloudfront.net/8cfc80b6-a0dc-4ffc-aa44-13a46d4de97e.mp4,thing
149,book,"Begin with your palms against each other with your fingers facing forward. Then, open your hands up until your palms are oriented upwards.",https://d2drp7fo8uq4gv.cloudfront.net/513e6681-4562-4781-8a7e-8befd799cd2c.mp4,thing
150,computer,Move the bottom of your dominant hand along the back of the wrist of your non-dominant hand 2 times.,https://d2drp7fo8uq4gv.cloudfront.net/9f7ccde5-00a1-4559-afb3-89f9e07a6453.mp4,thing
151,phone,"Mimic the motion of putting a rotary phone up to the side of your head, by place your hand up to the side of your head, with your pinkie near your chin and your thumb at your ear.",https://d2drp7fo8uq4gv.cloudfront.net/90ba8822-3ca1-4fe2-ac11-99b825548732.mp4,thing
152,wallet,"Begin with both hands next to each other with the palm side of each hand against each other in front of you. Then, keeping the fingertips of your hands together, move your palms away from each other, mimicking a wallet opening up.",https://d2drp7fo8uq4gv.cloudfront.net/3ad5ccac-359e-4c12-9696-5d9f477e74ec.mp4,thing
153,key,"Press your index finger of your dominant hand against the palm of your non-dominant hand. Then, rotate the wrist of your dominant hand back and forth a couple of times.",https://d2drp7fo8uq4gv.cloudfront.net/5c1b2a67-179f-4269-802d-288f67cda404.mp4,thing
154,glasses,Move your hands against your face a couple of times with your thumb and index fingers making the outline of eyeglasses.,https://d2drp7fo8uq4gv.cloudfront.net/8bc4bac0-9a1b-4bf4-bdd6-0d05159c205f.mp4,thing
155,umbrella,"Begin with your dominant hand above your non-dominant hand, and then tap the pinkie side of your dominant hand on the thumb side of your non-dominant hand a couple of times.",https://d2drp7fo8uq4gv.cloudfront.net/365cb49a-85d7-4ad0-9d22-1aa9f456634e.mp4,thing
156,door,"Begin with both hands in front of you and next to each other, with your hands touching on the index finger side of your hands. Rotate the wrist of your dominant hand inward toward yourself a couple of times.. This sign mimics a door opening.",https://d2drp7fo8uq4gv.cloudfront.net/86618205-a04c-4438-a860-938e7dd1054b.mp4,thing
157,window,"Begin with the fingers of your dominant hand above the fingers of your non-dominant hand with the fingers of both hands pointing to the side. Then, bring your dominant hand down on top of your non-dominant hand a couple of times.",https://d2drp7fo8uq4gv.cloudfront.net/16ac4c63-43eb-42b8-b069-07c5a92f4a3d.mp4,thing
158,car,"Begin with both hands in front of you with your dominant hand closer to you, your hands pointing up, and your palms oriented to the side in opposite directions. Begin with your hands slightly away from each other and then have them make contact with each other 2 times.",https://d2drp7fo8uq4gv.cloudfront.net/bcd86940-144b-445e-9ea2-e53e647cb4ae.mp4,thing
159,doctor,"Place your non-dominant hand in front of you, and then place your dominant hand in a ""D"" handshape with your fingertips near your wrist. Then, tap your wrist with your fingertips 2 times.",https://d2drp7fo8uq4gv.cloudfront.net/1c6ab3e1-0c5c-43bf-994c-31a8c8f60c32.mp4,job
160,nurse,Tap the fingertips of your index and middle fingers of your dominant hand on the wrist of your non-dominant hand a couple of times.,https://d2drp7fo8uq4gv.cloudfront.net/8bd15dcb-4124-4f4b-a235-dd557226bec7.mp4,job
161,dentist,Place your hand in front of the side of your mouth with your index finger pointing up and your hand oriented toward yourself. Tap your hand against the side of your mouth with your fingertips 2 times.,https://d2drp7fo8uq4gv.cloudfront.net/880c3544-6119-4e40-a443-74ab60562d71.mp4,job
162,teacher,"This sign is a combination of the signs for ""teach"" and ""person"".",https://d2drp7fo8uq4gv.cloudfront.net/f5bc824f-9e6a-4574-b26a-77cbaa123d2b.mp4,job
163,engineer,"Begin with both hands in a ""Y"" handshape. Your hands should be in front of you with your thumbs touching. Then, with your thumbs still together, rotate your dominant hand wrist so that your pinkie moves downwards a couple of times.",https://d2drp7fo8uq4gv.cloudfront.net/d8bf7e8e-49b8-4f0a-982f-cfa22f4b4130.mp4,job
164,accountant,"Slide the fingertips of the thumb and index finger of your dominant hand across the palm of your non-dominant hand 2 times, then sign ""person"". This sign is a combination of the signs for ""count"" and ""person"".",https://d2drp7fo8uq4gv.cloudfront.net/53fa3032-2081-4067-a5bb-b261a83ff5e1.mp4,job
165,manager,"This sign is a combination of the signs for ""manage"" and ""person"".",https://d2drp7fo8uq4gv.cloudfront.net/384bd3ff-0306-4959-8fa7-4371b462b217.mp4,job
166,lawyer,"This sign is a combination of the signs for ""law"" and ""person"".",https://d2drp7fo8uq4gv.cloudfront.net/830bdf86-9c61-44c8-b738-de7d4b56b9f8.mp4,job
167,police,Tap the thumb side of your dominant hand against the opposite side of your chest a couple of times. This sign mimics the outline of a police badge.,https://d2drp7fo8uq4gv.cloudfront.net/228b5ffb-aaa8-401f-92aa-0b80e8565d77.mp4,job
168,driver,"This sign is a combination of the signs for ""car"" and ""person""",https://d2drp7fo8uq4gv.cloudfront.net/3c6fbcc5-be7a-47e0-85be-8ee46ee89f15.mp4,job
169,artist,"Sign ""art"" then ""person"".",https://d2drp7fo8uq4gv.cloudfront.net/09ce7d23-08ee-4015-bce8-27ded2a6e160.mp4,job
170,bread,Move the fingertips of your dominant hand across the back of your non-dominant hand a couple of times.,https://d2drp7fo8uq4gv.cloudfront.net/d6c00a7a-4ef2-4d07-bcef-c378338a22df.mp4,food & drink
171,rice,"Place the index finger of your non-dominant hand horizontally in front of you. Then, move the fingertips of your dominant hand across the top of your index finger while also moving your hand up and down.",https://d2drp7fo8uq4gv.cloudfront.net/81483040-dc8a-4f70-876c-68d311ba691c.mp4,food & drink
172,meat,"Begin with your dominant hand on top of the index finger side of your non-dominant hand with your thumb and index fingers grabbing onto your other hand. Then, move your hands slightly forward a couple of times.",https://d2drp7fo8uq4gv.cloudfront.net/66ee2bf4-a3d4-4f7a-8b1a-5d89b78786a9.mp4,food & drink
173,fish,"Begin with your hand near your shoulder and your hand turned so that your thumb is facing up. Then move your hand away from you, while wiggling your hand, mimicking the movement of a fish through the water.",https://d2drp7fo8uq4gv.cloudfront.net/215e548b-a4c1-4630-812f-f8c7a4b1dedc.mp4,food & drink
174,eggs,Begin with the index and middle fingers of your dominant hand on top of the index and middle fingers of your non-dominant hand. Rotate your wrists with your hands moving downward until your palms are oriented downward.,https://d2drp7fo8uq4gv.cloudfront.net/5a9dfc9d-06d8-48ad-b328-68ef5d712636.mp4,food & drink
175,vegetable,"Begin with your index finger touching the side of your mouth, then move your hand off of your face and rotate your wrist to the inside and touch your middle finger on the side of your mouth.",https://d2drp7fo8uq4gv.cloudfront.net/2a4affc8-25d9-4699-b3fd-bfb4bf18ee91.mp4,food & drink
176,fruit,Place the tips of your thumb and index fingers against the side of your mouth and rotate your wrist slightly back and forth a couple of times.,https://d2drp7fo8uq4gv.cloudfront.net/d5192f89-db66-4542-9bb2-3c92ec91793f.mp4,food & drink
177,soup,Begin with the fingertip of your middle finger of your dominant hand against the palm side of your non-dominant hand. Then move the fingertips of your index and middle fingers up to your mouth a couple of times.,https://d2drp7fo8uq4gv.cloudfront.net/5a1873d9-80f1-487e-99a6-58d10719b9e6.mp4,food & drink
178,cake,"Begin with both hands in front of your with your dominant hand on top of your non-dominant hand and your palms oriented toward each other. Then, move your dominant hand up. This sign mimics the shape of a slice of cake.",https://d2drp7fo8uq4gv.cloudfront.net/c4d16c0a-cd2e-45ac-87e0-7debdf7c7f8b.mp4,food & drink
179,water,"Place your hand in front of you with your index, middle, and ring fingers facing up, with your index finger closest to your chin. Then move your hand to your face and make contact with your index finger to your chin 2 times.",https://d2drp7fo8uq4gv.cloudfront.net/07728636-f8b6-404c-8fd1-89d70581c050.mp4,food & drink
180,coffee,"Begin with both hands in front of you with your dominant hand on top of your non-dominant hand. Then, move your dominant hand around in a circle on top of your non-dominant hand a couple of times.",https://d2drp7fo8uq4gv.cloudfront.net/6e3d10ab-9861-46e5-acd8-1f6e0dc372cd.mp4,food & drink
181,tea,"With your dominant hand above your non-dominant hand, place the tips of your thumb and index fingers of your dominant hand in the gap inside of your curled in index finger of your non-dominant hand. Then, move the fingertips of your thumb and index fingers in a circular motion inside of that gap.",https://d2drp7fo8uq4gv.cloudfront.net/d52af680-003c-4c5a-bed7-86c41dfec956.mp4,food & drink
182,milk,"Begin with your hand in front of you and in a ""5"" handshape. Then, change your handshape to an ""S"" handshape 2 times. This sign mimics squeezing a cow's udder.",https://d2drp7fo8uq4gv.cloudfront.net/2d862357-f984-4743-a622-ca2f5bcae06f.mp4,food & drink
183,juice,"With your hand in front of you, oriented to the inside, and your pinkie pointing away from you, slightly wiggle your wrist back and forth a few times.",https://d2drp7fo8uq4gv.cloudfront.net/117b188e-2a77-4a8b-a955-3c615558c879.mp4,food & drink
184,dog,Snap your fingers a couple of times.,https://d2drp7fo8uq4gv.cloudfront.net/c335e71e-a69d-4dd1-888a-ef85ec2b0b19.mp4,animal
185,animal,Begin with the fingertips of both hands touching near your shoulders. Move your wrists inwards a couple of times while keeping your fingertips in the same area.,https://d2drp7fo8uq4gv.cloudfront.net/d7e46092-0370-42dc-99fc-626f50568b2b.mp4,animal
186,cat,"Begin with your hand next to the side of your face with your hand oriented toward yourself. Begin with some separation between your thumb and middle fingers, then move your hand away from your face and bring the tips of your thumb and middle fingers together. Make this motion a couple of times. This sign mimics making the outline of cat whiskers.",https://d2drp7fo8uq4gv.cloudfront.net/a5125f80-c185-48b1-8199-c15670c39000.mp4,animal
187,bird,"Place the back of your hand against your mouth and move your thumb and index fingers up and down a couple of times, mimicking a bird's mouth moving up and down.",https://d2drp7fo8uq4gv.cloudfront.net/7939162e-3f04-408f-abc3-d44a92ed4203.mp4,animal
188,chicken,"Begin with the index finger of your dominant hand touching your mouth and the palm of your non-dominant hand laid out in front of you. Bring your dominant hand down to your palm, bringing the fingertips of your thumb and index fingers together as you touch your palm. After touching your palm, slightly lift your dominant hand up, bringing the fingertips of your thumb and index finger apart, and then bring it back down to your palm one more time.",https://d2drp7fo8uq4gv.cloudfront.net/2be6ba48-5d1d-4392-83ae-e01cc026d573.mp4,animal
189,cow,Begin with your thumb touching the side of your forehead and your hand oriented away from yourself. Slightly rotate your wrist back and forth a couple of times.,https://d2drp7fo8uq4gv.cloudfront.net/3096cf2b-a83c-4597-b55a-288064f8c71a.mp4,animal
190,pig,"Place your hand underneath your chin with your palm oriented down. Then, bend your fingers down a couple of times.",https://d2drp7fo8uq4gv.cloudfront.net/a9b7176b-d814-4f3c-bb0c-ba47b2c36dc5.mp4,animal
191,lion,"Begin with your hand in front of your forehead, then move your hand over the top of your head and then to the back of your head, mimicking a lion's mane.",https://d2drp7fo8uq4gv.cloudfront.net/db7c73d6-2b49-4b93-bec7-d91b89f2b947.mp4,animal
192,tiger,"Place the fingertips of your hand in front of the side of your face. Then, move your fingertips toward your face and then slightly away a couple of times, mimicking the stripes of a tiger's face.",https://d2drp7fo8uq4gv.cloudfront.net/94b8d92b-1fa0-4ee3-bc00-7868d087170f.mp4,animal
193,elephant,"Begin with the back of your hand touching your nose. Then bring your hand down, forwards, then up, mimicking the outline of an elephant's trunk.",https://d2drp7fo8uq4gv.cloudfront.net/b558a1e1-0e4d-488c-96e5-4f8433986e9a.mp4,animal
194,monkey,"Begin with your hands pointing down and placed next to the sides of your chest. Then, bring your fingers into contact with your chest a couple of times, while curling in your fingertips.",https://d2drp7fo8uq4gv.cloudfront.net/b06eaee1-d25d-44ea-9cf4-13fd0a2fd058.mp4,animal
195,tree,"Begin with your non-dominant hand underneath the elbow of your dominant hand. Your dominant hand should be vertical with the palm of your dominant hand oriented to the inside. Then, slightly rotate your wrist from side to side a couple of times.",https://d2drp7fo8uq4gv.cloudfront.net/8fbc35ef-833e-4bc0-a4f8-497818b81467.mp4,plant
196,flower,Place your fingertips on the cheek closer to your hand and then move your fingertips over to your other cheek.,https://d2drp7fo8uq4gv.cloudfront.net/dd2df5e0-2e7b-457e-9d21-b3d349739e4f.mp4,plant
197,grass,"With your palm oriented upward and your fingers pointing away from yourself, bring your hand up and touch the base of your palm on the bottom of your chin a couple times.",https://d2drp7fo8uq4gv.cloudfront.net/544b9479-8c9f-40c3-8194-21fb847624a8.mp4,plant
198,rose,Tap the fingertips of your index and middle fingers on both sides of your face.,https://d2drp7fo8uq4gv.cloudfront.net/9fd8d19e-48ff-42d8-8c9f-fbce96dfd6a7.mp4,plant
199,leaf,"Begin with your dominant hand oriented down and the index finger of your non-dominant hand against the wrist of your dominant hand. Then, slightly rotate your wrist back and forth a couple of times.",https://d2drp7fo8uq4gv.cloudfront.net/bb5cfba9-6101-45d8-8e8e-2d93f210b69c.mp4,plant